session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
580,6,2,186,23,46,114,41,6,41,46,31
581,48,70,17,258,2,6,48,23,258,258,31
582,46,12,114,12,41,48,23,4,41,70,31
583,12,41,23,20,41,186,46,41,4,17,31
584,20,2,2,2,20,23,6,4,43,2,31
585,176,176,310,176,59,71,77,91,60,5,31
586,12,87,12,12,12,5,44,17,45,5,31
587,4,23,20,43,46,118,391,31,6,118,31
588,8,23,127,125,149,118,212,55,198,118,31
589,198,118,55,55,79,21,149,31,212,4,31
590,19,212,60,149,12,146,8,146,15,29,31
591,592,8,15,118,662,418,418,2,313,22,31
592,55,55,63,38,73,39,14,39,31,38,31
593,73,14,8,98,63,14,39,73,74,93,31
594,55,24,98,74,147,198,133,206,528,89,31
595,89,105,105,140,73,14,39,38,311,8,31
596,125,14,74,71,63,93,37,21,19,12,31
597,37,63,93,147,8,37,31,38,14,133,31
598,889,388,98,22,313,55,14,13,456,13,31
599,14,13,46,41,23,4,5,264,836,21,31
600,19,5,723,264,264,8,31,13,264,22,31
601,13,14,13,13,14,13,2,5,13,14,31
602,6,17,13,38,39,14,38,13,14,13,31
603,20,13,14,13,5,126,295,848,748,781,31
604,329,329,197,505,67,126,121,295,232,185,31
605,91,34,55,204,198,191,24,727,19,27,31
606,329,34,21,962,31,328,768,239,512,387,31
607,173,206,78,193,71,13,14,73,39,63,31
608,38,8,38,39,14,73,74,98,98,73,31
609,39,251,38,39,74,8,147,295,133,14,31
610,63,38,39,93,55,876,133,32,32,800,31
611,32,32,754,196,126,126,140,126,55,13,31
612,22,14,251,13,14,88,47,5,3,47,31
613,88,47,88,127,168,24,34,131,19,34,31
614,47,21,8,900,806,61,85,61,217,223,31
615,56,131,3,56,13,56,3,3,56,3,31
616,13,3,14,3,4,13,56,3,3,17,31
617,3,6,13,3,14,2,3,5,13,3,31
618,14,3,3,13,3,3,13,3,14,3,31
619,3,13,3,14,3,13,3,14,3,3,31
620,13,3,14,3,13,3,3,3,13,3,31
621,14,3,13,3,3,3,14,13,63,39,31
622,14,73,39,73,98,74,14,38,8,39,31
623,98,74,38,63,38,147,39,3,14,93,31
624,133,752,156,196,33,140,3,13,3,22,31
625,3,14,3,20,23,43,4,3,13,3,31
626,3,13,3,3,3,14,3,3,3,3,31
627,13,3,3,3,13,3,3,3,3,14,31
628,3,3,6,3,13,3,13,3,3,14,31
629,3,3,13,3,13,3,3,14,3,3,31
630,13,3,13,2,3,3,14,3,3,13,31
631,3,13,3,3,14,3,3,13,3,13,31
632,3,3,20,14,3,3,13,13,14,39,31
633,63,73,38,88,47,14,3,74,39,88,31
634,47,38,8,34,47,127,168,39,230,131,31
635,914,56,39,38,98,142,256,73,71,131,31
636,34,38,98,3,39,79,39,8,74,21,31
637,19,142,14,147,142,39,38,63,516,56,31
638,93,25,133,93,142,89,25,709,119,140,31
639,196,140,3,13,56,3,22,56,3,14,31
640,3,3,13,3,13,56,3,3,14,3,31
641,3,13,13,3,3,3,14,3,2,3,31
642,6,13,3,13,3,3,3,14,3,3,31
643,13,3,13,3,3,3,14,3,3,13,31
644,3,13,3,3,3,3,3,14,3,3,31
645,13,3,3,13,15,29,15,3,3,3,31
646,3,14,3,13,3,13,3,3,3,14,31
647,3,13,14,39,63,73,8,39,38,14,31
648,31,74,73,74,3,39,38,98,147,14,31
649,39,63,38,93,193,789,133,13,729,54,31
650,32,140,196,140,196,3,3,22,3,14,31
651,3,3,13,13,3,3,23,43,2,20,31
652,4,3,14,3,3,13,13,3,3,3,31
653,14,3,6,3,13,13,3,3,3,14,31
654,3,3,13,13,3,3,3,3,14,3,31
655,13,13,3,3,3,3,14,3,13,13,31
656,3,3,20,3,3,14,88,47,47,127,31
657,88,230,3,168,34,56,34,131,47,19,31
658,79,21,8,493,33,33,56,13,13,3,31
659,56,3,3,56,3,14,3,13,14,39,31
660,73,63,74,14,39,8,13,38,39,38,31
661,98,73,147,3,74,39,38,14,38,63,31
662,93,39,133,56,513,140,30,196,140,3,31
663,3,22,3,5,12,441,282,352,5,427,31
664,818,5,14,3,352,441,282,427,5,585,31
665,13,3,13,3,5,24,437,360,961,600,31
666,946,360,665,437,78,3,491,3,5,339,31
667,339,12,339,12,7,2,6,5,13,17,31
668,282,405,59,42,42,176,310,176,42,42,31
669,59,77,71,12,87,145,78,12,29,15,31
670,68,10,4,76,24,16,4,10,9,18,31
671,76,10,10,60,4,8,53,91,464,309,31
672,30,32,30,40,150,4,1,1,1,4,31
673,1,77,1,1,18,9,16,542,852,90,31
674,266,167,78,255,221,157,1,1,4,18,31
675,9,16,784,813,32,1,1,4,9,1,31
676,18,16,707,865,1,222,60,1,4,1,31
677,9,16,18,8,630,555,30,30,132,89,31
678,61,85,113,132,275,113,1,1,9,18,31
679,4,27,477,16,37,193,135,141,531,275,31
680,85,61,61,831,119,85,61,33,265,12,31
681,12,12,12,12,5,4,44,17,45,6,31
682,2,75,48,1,1,4,9,16,18,1,31
683,27,27,571,618,54,33,54,343,61,85,31
684,945,201,61,2,75,183,5,48,384,364,31
685,454,134,445,34,34,204,34,191,431,232,31
686,24,185,335,204,191,34,27,134,4,37,31
687,12,197,173,78,299,37,399,203,37,203,31
688,366,152,60,82,95,95,190,95,190,575,31
689,21,190,95,19,79,31,95,190,95,67,31
690,158,134,286,190,365,374,342,127,95,31,31
691,8,77,146,158,95,19,874,21,95,342,31
692,8,212,755,149,127,273,149,273,22,95,31
693,5,149,127,149,345,2,43,23,4,46,31
694,20,95,15,29,15,17,6,95,203,20,31
695,75,48,2,23,2,43,20,4,20,2,31
696,15,29,15,4,23,20,43,2,5,20,31
697,43,5,2,7,4,23,20,43,59,277,31
698,2,48,20,2,15,29,15,20,43,23,31
699,4,2,12,87,20,75,6,2,2,23,31
700,2,43,4,20,59,59,20,2,15,29,31
701,5,23,43,4,2,20,7,183,87,5,31
702,12,12,15,29,15,15,567,839,292,616,31
703,242,318,308,292,104,308,79,19,21,104,31
704,242,12,31,104,12,104,104,104,292,104,31
705,104,104,104,104,104,509,27,242,308,624,31
706,104,27,102,8,77,761,31,8,318,409,31
707,77,129,80,60,409,146,318,242,91,91,31
708,286,91,22,313,91,456,31,5,43,46,31
709,20,23,4,6,17,291,47,88,47,88,31
710,3,596,224,60,88,47,230,168,12,125,31
711,47,8,88,224,239,193,206,91,47,197,31
712,230,34,131,449,24,354,297,328,8,71,31
713,131,34,297,47,19,8,21,726,30,215,31
714,260,163,90,217,56,56,47,47,47,47,31
715,56,3,56,251,3,56,43,23,20,4,31
716,144,199,144,199,337,389,371,199,12,126,31
717,144,199,55,19,21,34,159,55,31,49,31
718,34,152,129,8,173,126,407,12,152,194,31
719,126,82,129,835,108,108,110,90,90,115,31
720,144,144,57,22,5,3,47,88,47,88,31
721,127,168,230,56,149,34,198,345,34,212,31
722,21,8,19,486,54,56,31,54,195,56,31
723,71,127,3,56,20,23,43,6,4,17,31
724,5,24,10,4,24,76,18,16,9,76,31
725,10,256,256,256,57,4,57,1,9,1,31
726,16,37,27,415,37,27,943,62,16,9,31
727,1,102,101,86,406,1,625,843,90,105,31
728,105,30,201,215,260,1,307,7,17,72,31
729,7,84,7,7,84,17,72,44,17,2,31
730,6,7,2,4,7,45,6,69,1,9,31
731,16,1,129,80,782,7,7,2,45,4,31
732,307,7,17,72,7,84,17,72,84,7,31
733,44,6,44,2,7,17,2,4,2,7,31
734,75,45,7,2,7,75,48,7,2,6,31
735,7,45,69,48,4,10,76,24,18,9,31
736,16,288,1,4,1,1,16,9,27,27,31
737,819,37,918,37,8,878,882,314,85,61,31
738,223,33,25,576,661,921,950,7,17,7,31
739,44,6,2,4,17,7,45,7,44,4,31
740,6,2,45,7,2,44,4,45,7,7,31
741,45,2,7,6,4,44,4,76,10,9,31
742,4,24,18,16,288,76,10,383,40,1,31
743,1,4,1,9,16,27,102,791,82,568,31
744,27,128,415,37,37,206,543,1,4,1,31
745,9,16,86,96,1,960,92,115,833,89,31
746,349,89,349,33,132,1,4,9,16,27,31
747,951,37,490,32,37,1,4,1,9,16,31
748,1,4,1,16,9,129,62,80,8,1,31
749,940,937,115,25,25,182,107,105,182,33,31
750,1,30,16,1,9,4,766,115,51,226,31
751,226,1,1,1,681,4,1,85,201,1,31
752,9,16,684,1,4,1,9,16,898,61,31
753,678,85,51,92,89,110,69,4,1,9,31
754,16,1,635,765,1,4,1,9,16,587,31
755,249,166,226,1,4,9,1,16,1,4,31
756,1,9,16,1,700,32,927,1,32,9,31
757,4,1,16,651,309,309,32,32,33,1,31
758,1,764,1,4,9,16,319,290,319,290,31
759,1,535,33,319,290,1,9,4,1,16,31
760,0,0,0,0,0,0,0,0,0,0,31
761,59,59,277,59,59,1008,4,24,1017,101,33
762,24,978,5,6,4,5,5,6,4,5,33
763,978,978,69,978,5,5,1359,5,1162,1162,33
764,978,5,5,5,52,36,66,111,36,52,33
765,5,36,111,36,52,978,5,5,1162,4,33
766,978,5,1107,5,1107,5,21,79,1107,6,33
767,1427,1107,6,19,8,6,19,17,1107,6,33
768,17,978,5,5,5,968,964,968,963,5,33
769,964,1016,963,6,964,968,964,1016,968,963,33
770,6,968,963,964,964,964,963,968,965,968,33
771,966,966,966,968,963,964,965,965,966,968,33
772,963,964,965,966,963,966,965,964,968,4,33
773,5,5,5,968,1029,1029,1282,978,1297,1282,33
774,1297,1029,1029,1029,1029,1029,1029,1029,1029,1029,33
775,1029,1029,59,4,24,1008,1017,24,978,4,33
776,117,117,117,404,404,117,117,5,155,6,33
777,4,6,5,4,52,36,5,52,66,36,33
778,111,5,66,36,52,52,111,36,52,66,33
779,5,43,36,111,5,52,1099,5,1065,1099,33
780,5,1127,1065,284,320,69,8,5,1099,1065,33
781,1127,5,43,5,5,5,43,5,5,5,33
782,5,1008,4,24,978,24,1202,155,155,444,33
783,444,59,155,155,1025,683,1025,444,1159,1025,33
784,1025,263,263,890,1159,263,1042,622,1025,1042,33
785,263,676,353,263,1045,59,1025,1223,506,1159,33
786,1025,69,1223,1025,890,676,676,263,155,890,33
787,263,1025,1028,622,622,978,5,6,4,5,33
788,6,4,5,968,964,963,968,5,1459,963,33
789,964,964,963,963,964,963,964,968,968,43,33
790,5,5,1065,1099,5,1127,284,254,5,1065,33
791,1099,254,8,1127,5,1065,1127,1065,5,5,33
792,43,103,327,24,4,103,327,5,5,1129,33
793,1129,1129,1129,5,978,5,5,5,5,978,33
794,4,978,5,5,5,229,138,225,24,5,33
795,368,138,1349,225,1141,79,138,130,1141,21,33
796,31,8,19,1141,138,22,22,1141,229,8,33
797,225,229,21,19,5,5,103,103,5,103,33
798,5,5,103,5,103,1176,5,1216,1421,1176,33
799,1321,1216,4,1332,1216,1393,1176,1324,4,5,33
800,5,294,5,786,4,294,370,864,1135,370,33
801,1292,864,294,21,1135,19,1292,79,1027,1126,33
802,1277,1027,1135,1027,1277,1149,294,276,1126,416,33
803,276,820,4,276,194,142,142,370,1247,1247,33
804,5,5,1226,1226,5,5,1087,1087,5,5,33
805,978,5,5,5,103,103,5,1052,1052,1052,33
806,1167,1414,1043,1052,1295,1295,978,277,59,59,33
807,978,4,1202,155,155,444,444,155,444,263,33
808,683,1025,263,1025,676,1025,622,263,890,676,33
809,506,155,1045,1028,263,1025,59,910,1008,4,33
810,1017,24,101,24,24,978,5,4,6,4,33
811,4,6,5,1150,1058,1165,79,1409,5,1150,33
812,1058,31,1165,1056,1150,19,1364,21,1058,8,33
813,1058,1165,1150,8,125,1157,1457,1058,125,8,33
814,1238,125,8,1058,31,8,1058,31,1238,1157,33
815,1157,8,1320,1384,1058,69,5,320,5,5,33
816,19,8,6,17,22,17,6,22,31,8,33
817,19,6,22,5,8,8,19,6,22,8,33
818,6,19,22,5,970,970,970,970,5,4,33
819,985,970,5,985,4,970,405,6,17,405,33
820,6,4,186,405,186,4,970,416,416,1068,33
821,1068,1068,416,276,276,1068,276,1068,1068,1068,33
822,276,1185,4,276,276,416,276,276,854,1185,33
823,276,1185,854,970,1296,1296,970,970,6,22,33
824,6,31,19,8,22,970,970,5,278,36,33
825,111,111,278,36,5,5,7,6,5,7,33
826,4,17,4,4,7,72,6,1086,84,84,33
827,1086,72,17,6,2,44,4,7,45,7,33
828,45,7,2,44,2,6,6,48,7,7,33
829,2,2,17,72,7,84,1086,7,2,7,33
830,84,1086,2,17,72,7,72,17,4,48,33
831,6,2,1121,1412,1121,1121,1121,1121,59,5,33
832,5,1008,4,1017,24,5,6,4,4,6,33
833,978,24,5,4,5,5,974,117,990,117,33
834,154,595,991,1002,984,991,1002,987,1005,31,33
835,1002,1005,79,974,31,8,31,155,19,1004,33
836,987,1030,1011,974,984,994,622,175,978,31,33
837,172,175,392,188,169,456,155,22,172,169,33
838,622,31,22,155,21,8,1032,155,974,155,33
839,595,154,990,1011,31,984,1004,1048,984,994,33
840,31,8,19,974,1007,8,622,155,8,31,33
841,22,969,683,622,1007,969,890,996,444,155,33
842,683,444,263,969,1007,622,890,969,444,155,33
843,683,969,263,969,969,444,676,353,155,676,33
844,506,1007,622,155,313,683,838,1014,969,969,33
845,155,969,444,263,1003,838,676,1014,506,313,33
846,8,21,1235,595,969,1042,996,1042,595,622,33
847,155,622,263,969,969,1028,8,838,1206,69,33
848,320,1008,4,1017,24,978,24,4,1151,970,33
849,970,6,4,69,5,320,5,6,970,5,33
850,5,4,5,970,5,5,5,5,277,5,33
851,5,5,416,276,276,5,276,820,854,276,33
852,276,5,5,103,24,4,103,327,103,5,33
853,5,5,5,5,1012,1012,673,24,1096,1089,33
854,1012,1096,1179,1096,1012,1096,673,1012,1089,1089,33
855,5,1084,5,1084,4,1084,1084,1084,5,1084,33
856,5,1166,5,1166,1166,5,1111,1140,1140,1111,33
857,4,8,1140,1140,103,4,4,103,4,103,33
858,4,103,970,970,970,990,117,154,974,990,33
859,595,117,595,991,117,241,1005,987,1004,79,33
860,1005,1004,974,987,21,19,31,8,1030,117,33
861,974,31,994,8,31,81,994,8,81,81,33
862,81,22,31,456,22,622,1007,155,155,444,33
863,444,155,313,155,969,683,996,263,969,444,33
864,890,969,263,263,676,353,155,676,838,1003,33
865,838,81,313,103,4,103,103,103,103,103,33
866,103,103,506,969,969,103,4,1014,676,595,33
867,103,4,622,622,4,103,103,263,969,4,33
868,103,103,595,103,4,103,4,103,103,4,33
869,1028,969,103,4,890,103,4,103,103,263,33
870,969,976,263,4,103,4,103,103,4,103,33
871,103,103,4,103,4,103,976,103,103,4,33
872,103,4,5,263,969,976,969,5,103,4,33
873,103,4,103,103,1381,263,976,969,103,4,33
874,103,103,4,103,4,103,4,103,5,622,33
875,622,263,969,969,5,5,1154,24,79,751,33
876,1154,21,8,19,24,103,4,4,103,327,33
877,103,1154,19,8,21,263,969,976,1154,19,33
878,8,21,4,103,24,327,103,327,103,103,33
879,103,103,103,103,103,103,24,4,327,103,33
880,103,969,976,263,4,24,103,327,4,103,33
881,103,103,4,24,103,327,103,969,263,263,33
882,969,103,103,4,24,327,103,976,263,969,33
883,4,24,103,327,103,103,263,969,976,4,33
884,103,24,327,103,103,4,24,103,327,103,33
885,103,4,327,24,103,976,263,969,969,976,33
886,263,976,969,263,976,327,4,24,103,327,33
887,103,103,263,969,976,24,4,103,103,4,33
888,327,103,595,622,263,838,969,996,263,996,33
889,969,1008,4,1017,24,24,978,5,5,4,33
890,6,4,6,5,5,1300,24,1300,1334,5,33
891,4,5,1363,151,55,1142,999,999,1267,1230,33
892,8,1275,1250,1348,1271,24,1306,999,1224,1263,33
893,1250,1230,1361,8,1224,1275,1267,1263,1306,4,33
894,1069,31,1271,5,999,22,8,1195,999,59,33
895,999,4,22,1069,999,8,5,999,8,4,33
896,5,1195,55,999,999,5,4,5,1069,8,33
897,999,8,22,5,117,974,4,117,990,154,33
898,984,1005,974,987,595,117,991,990,1195,1004,33
899,974,31,1002,994,1005,79,987,8,21,994,33
900,1030,79,19,1002,155,1002,31,8,974,8,33
901,984,999,999,69,999,1069,8,4,5,999,33
902,8,999,999,22,1069,4,5,8,999,8,33
903,999,999,1069,8,4,5,999,1142,22,999,33
904,1142,999,999,1011,4,8,1069,8,999,5,33
905,622,22,1007,155,155,444,984,444,155,155,33
906,683,996,969,263,969,444,890,263,5,676,33
907,353,969,155,676,1003,838,838,506,969,5,33
908,676,969,5,1416,969,5,5,1357,5,1014,33
909,5,5,595,622,622,263,969,595,59,976,33
910,969,969,263,263,969,976,969,4,5,1000,33
911,5,1000,5,1283,24,1000,1197,1197,19,1076,33
912,1315,79,1000,21,1199,1301,101,1279,976,263,33
913,969,5,5,976,622,622,595,263,969,263,33
914,976,1254,1008,4,1017,24,24,978,4,5,33
915,4,6,5,5,4,6,69,320,59,5,33
916,5,968,968,5,964,963,964,963,963,963,33
917,964,968,963,963,964,968,965,966,963,963,33
918,966,965,966,964,968,965,966,963,963,964,33
919,965,966,965,968,963,964,966,966,963,964,33
920,965,963,965,968,966,963,964,965,966,965,33
921,964,968,966,963,963,966,963,964,965,964,33
922,963,966,965,965,965,968,966,964,963,965,33
923,964,963,966,965,968,964,964,966,965,964,33
924,965,964,963,966,965,968,964,963,963,966,33
925,965,964,965,968,963,964,966,965,965,963,33
926,964,965,966,963,964,965,966,968,963,964,33
927,965,966,966,964,963,968,965,966,966,965,33
928,964,963,968,963,966,965,963,966,964,968,33
929,965,963,964,965,966,966,963,968,965,964,33
930,966,965,965,965,968,964,966,963,966,965,33
931,965,966,963,966,963,964,963,968,965,966,33
932,964,965,963,965,965,966,968,963,964,964,33
933,963,965,966,965,964,968,965,963,965,963,33
934,964,966,963,966,968,965,964,964,965,963,33
935,964,965,968,966,963,964,963,965,964,966,33
936,964,966,963,963,965,968,963,964,966,965,33
937,966,964,963,964,968,965,963,964,965,963,33
938,966,968,968,966,963,965,964,966,963,965,33
939,966,963,965,968,964,966,968,963,964,965,33
940,966,965,968,963,966,964,966,965,964,963,33
941,964,965,966,963,963,965,966,968,964,965,33
942,965,968,966,964,963,966,965,963,964,964,33
943,966,965,968,963,966,965,963,964,968,968,33
944,963,966,964,965,963,965,966,964,966,963,33
945,964,965,966,965,966,968,964,963,963,964,33
946,965,963,966,968,964,4,5,5,5,5,33
947,5,1340,1440,1434,1390,59,1008,4,24,1017,33
948,24,978,4,5,4,6,5,6,4,5,33
949,974,5,117,117,595,990,154,991,241,1005,33
950,117,79,31,21,987,991,19,974,31,994,33
951,974,8,1004,1030,1011,155,456,31,994,8,33
952,622,974,1007,978,155,22,81,155,444,456,33
953,81,81,444,155,155,81,683,996,969,263,33
954,22,31,969,444,313,890,263,676,81,353,33
955,263,155,838,506,676,1014,1003,676,969,978,33
956,969,5,5,313,59,969,969,263,5,320,33
957,69,313,978,263,969,81,969,263,976,978,33
958,1044,1219,1044,1028,976,263,969,1044,976,976,33
959,976,976,976,976,978,1028,976,996,263,1044,33
960,976,976,59,263,976,969,976,1008,24,4,33
961,978,24,59,59,69,277,1008,4,24,101,33
962,1017,24,978,4,5,4,6,6,4,5,33
963,978,910,320,69,59,978,5,4,4,5,33
964,5,1209,5,1209,1054,1054,1209,1057,1054,1057,33
965,1054,1057,1057,1054,1054,1057,1057,1054,1057,1054,33
966,1057,1054,5,1034,5,1034,1027,1034,1386,1027,33
967,1149,1149,1027,1027,1027,1034,1034,1027,1034,1235,33
968,1034,1034,1027,1034,1034,1034,1034,1027,1027,1149,33
969,5,1027,5,117,990,974,1005,154,117,990,33
970,595,991,987,241,1004,974,19,8,1004,79,33
971,31,987,21,974,1030,155,1011,8,974,994,33
972,8,994,31,22,622,1007,456,978,155,155,33
973,81,444,444,22,155,155,683,969,263,969,33
974,444,996,890,263,263,676,353,969,155,676,33
975,838,506,838,1003,1014,676,969,31,1044,1219,33
976,978,1044,1044,1028,263,969,1044,263,969,969,33
977,890,1008,4,24,978,24,5,5,6,4,33
978,5,6,4,5,5,1234,1234,1038,1038,978,33
979,1038,1038,1038,1038,1038,1303,1204,1240,967,967,33
980,967,1038,967,967,967,967,967,967,967,967,33
981,967,967,967,967,967,1038,1038,967,69,967,33
982,967,967,967,967,967,967,967,967,967,967,33
983,967,967,967,967,967,967,967,967,967,59,33
984,967,967,967,967,967,967,967,967,967,967,33
985,967,967,967,967,967,967,967,967,967,967,33
986,967,967,967,967,967,967,967,967,967,967,33
987,967,967,967,967,967,967,967,967,967,967,33
988,967,967,967,967,967,967,967,967,967,1038,33
989,967,967,967,967,967,967,967,967,967,967,33
990,967,967,967,967,967,967,967,967,967,967,33
991,967,967,967,967,967,967,967,967,967,967,33
992,967,967,967,967,967,967,967,967,967,967,33
993,967,967,967,967,1240,967,967,967,967,967,33
994,1204,967,1303,1204,967,967,967,1038,970,1151,33
995,970,970,970,1173,1173,1173,970,1081,1081,1081,33
996,1081,970,1081,1081,1101,989,1101,970,24,24,33
997,989,1101,989,1147,24,1175,1175,1175,989,989,33
998,989,1147,1101,989,1147,989,989,989,989,989,33
999,989,989,989,989,989,989,989,989,989,989,33
1000,989,989,989,989,989,989,989,989,989,989,33
1001,989,989,989,989,970,970,970,59,326,326,33
1002,663,978,970,968,970,964,968,964,963,964,33
1003,186,964,968,186,963,964,963,964,964,963,33
1004,963,186,964,963,968,964,963,963,964,968,33
1005,972,963,973,968,964,972,973,963,964,972,33
1006,973,973,973,972,186,968,963,964,973,972,33
1007,972,964,973,972,968,964,963,973,186,963,33
1008,964,963,968,186,963,964,964,968,186,963,33
1009,963,186,964,968,963,964,964,186,963,968,33
1010,965,966,965,966,965,966,966,965,968,186,33
1011,964,963,966,965,963,964,186,965,966,968,33
1012,966,965,968,186,963,964,965,963,965,966,33
1013,964,963,968,186,964,965,963,966,963,965,33
1014,966,965,964,968,186,963,965,964,966,963,33
1015,963,186,964,966,965,965,968,963,963,966,33
1016,964,965,968,186,963,966,968,186,965,966,33
1017,964,968,972,973,964,963,1055,966,972,963,33
1018,966,972,964,965,973,1055,968,186,964,186,33
1019,1055,963,965,968,972,964,973,966,964,972,33
1020,965,966,968,186,968,965,963,973,966,972,33
1021,964,963,973,965,966,186,973,968,963,964,33
1022,965,966,186,968,972,973,972,963,186,972,33
1023,968,973,964,966,963,964,968,186,972,964,33
1024,964,965,972,966,963,973,965,964,972,964,33
1025,965,1055,966,964,972,973,968,186,966,965,33
1026,972,966,973,966,965,964,963,186,972,968,33
1027,966,965,963,973,964,972,973,963,968,973,33
1028,964,966,965,186,972,963,966,964,965,186,33
1029,963,963,964,968,966,965,966,965,963,964,33
1030,966,966,186,965,963,186,968,966,963,964,33
1031,965,964,966,968,965,186,963,965,186,966,33
1032,964,968,963,963,966,965,964,186,965,966,33
1033,964,963,966,965,966,965,186,963,964,963,33
1034,966,965,968,963,966,964,965,964,964,186,33
1035,963,965,966,964,963,966,965,968,966,964,33
1036,965,963,965,965,963,965,965,966,186,963,33
1037,968,964,965,966,964,965,963,966,964,965,33
1038,966,964,972,963,972,964,964,972,964,963,33
1039,186,1055,968,973,972,964,186,968,965,963,33
1040,972,973,964,966,965,963,973,972,964,968,33
1041,966,973,963,972,972,973,966,965,963,973,33
1042,186,972,964,972,964,966,965,963,973,973,33
1043,963,964,973,963,965,966,965,973,972,1055,33
1044,965,972,964,186,963,968,966,965,972,973,33
1045,963,964,186,1055,968,965,973,972,972,973,33
1046,964,963,1055,972,965,964,963,973,965,186,33
1047,966,968,963,966,965,964,972,973,964,186,33
1048,973,972,963,966,964,963,966,965,968,964,33
1049,973,966,965,963,972,963,966,973,965,964,33
1050,964,972,963,973,186,965,966,963,964,964,33
1051,966,963,965,968,972,972,973,965,963,964,33
1052,966,964,972,186,973,963,965,972,964,963,33
1053,965,966,968,973,964,963,972,973,966,965,33
1054,972,186,966,963,964,973,965,965,966,966,33
1055,966,965,965,972,964,972,973,966,186,968,33
1056,186,965,966,965,963,966,973,972,968,186,33
1057,964,966,963,965,964,965,966,963,964,963,33
1058,964,968,972,973,964,963,186,973,972,973,33
1059,966,972,965,963,963,186,972,973,965,966,33
1060,964,964,963,966,965,968,965,973,966,964,33
1061,963,972,963,965,966,973,963,972,966,964,33
1062,973,963,966,186,973,972,965,964,973,964,33
1063,965,963,972,966,964,965,963,968,972,973,33
1064,966,966,964,186,965,968,973,972,963,964,33
1065,973,966,963,965,972,965,966,972,973,964,33
1066,963,963,966,965,973,965,966,964,963,186,33
1067,972,966,973,966,963,964,968,973,972,965,33
1068,186,965,973,966,972,964,963,968,973,186,33
1069,965,965,966,973,966,965,973,963,972,968,33
1070,964,186,965,963,966,972,963,973,972,968,33
1071,966,965,973,972,965,963,964,966,972,965,33
1072,966,963,964,973,186,964,963,972,966,973,33
1073,966,972,965,973,963,968,964,964,972,965,33
1074,966,963,973,972,964,963,968,973,963,964,33
1075,963,972,973,966,964,968,965,965,966,963,33
1076,964,973,972,186,972,964,965,973,966,963,33
1077,968,965,963,972,964,973,966,966,963,972,33
1078,964,965,186,968,964,968,186,966,965,973,33
1079,963,972,964,965,963,966,973,963,964,966,33
1080,965,972,964,186,963,965,973,966,972,963,33
1081,973,964,186,966,965,964,963,965,963,966,33
1082,968,966,963,964,972,973,965,973,963,972,33
1083,966,965,186,186,965,972,973,1055,966,965,33
1084,963,964,968,186,965,966,973,963,972,964,33
1085,964,973,972,964,965,966,963,186,968,973,33
1086,1008,4,1017,24,24,978,4,1151,970,6,33
1087,4,970,970,6,970,4,59,978,970,970,33
1088,117,970,974,595,990,117,79,595,154,241,33
1089,991,117,1005,81,987,974,1004,81,19,8,33
1090,987,1030,994,21,31,974,8,994,31,155,33
1091,974,8,622,1007,978,155,456,22,155,444,33
1092,320,69,155,444,155,1011,456,81,683,996,33
1093,263,263,263,890,969,969,263,444,978,1219,33
1094,456,22,31,1044,263,676,969,263,1044,1028,33
1095,353,155,838,1003,1003,838,506,838,969,1044,33
1096,969,263,676,1014,978,970,970,978,970,970,33
1097,5,5,970,1000,5,1221,79,24,970,5,33
1098,1283,1000,1315,1197,1076,1199,1301,21,19,1279,33
1099,1221,363,1221,1307,1307,1387,1392,4,5,363,33
1100,5,4,24,103,5,327,4,103,103,4,33
1101,1111,1111,4,12,4,8,370,1111,4,103,33
1102,4,370,103,978,59,970,970,970,1184,1180,33
1103,1051,1033,1056,1146,1181,1153,1108,1246,1186,1262,33
1104,1456,1051,1186,159,23,1033,1108,79,8,31,33
1105,19,6,1051,31,1184,159,21,1040,1298,1220,33
1106,6,49,8,1040,23,17,22,1220,22,6,33
1107,17,1040,46,1051,41,1108,1033,1299,49,1186,33
1108,1153,1262,1108,1146,1299,8,1181,1246,1180,1108,33
1109,1033,1040,23,31,159,1184,49,1220,19,6,33
1110,21,1040,23,8,23,22,49,22,1021,1021,33
1111,970,970,1346,1181,1033,970,970,1395,970,970,33
1112,1225,1225,970,1379,970,1285,970,864,1135,1064,33
1113,128,1408,1388,1401,1064,1248,1314,1064,1288,1064,33
1114,673,5,1193,956,856,1274,4,1064,1285,1064,33
1115,1193,5,856,1274,673,956,4,1288,1314,1064,33
1116,1248,1394,1435,1193,970,970,52,36,66,36,33
1117,111,52,36,36,52,52,66,52,66,1389,33
1118,52,978,970,970,1049,610,747,970,5,1049,33
1119,5,21,19,8,1049,6,17,4,1049,6,33
1120,8,17,1049,5,19,21,8,8,19,1049,33
1121,5,21,8,8,1049,5,1049,8,21,19,33
1122,1049,5,19,8,21,8,1049,8,5,21,33
1123,8,19,8,6,978,970,970,1021,1021,970,33
1124,1021,1021,970,1021,970,970,970,1033,1376,1407,33
1125,1177,970,1101,1177,1177,1147,978,970,970,1200,33
1126,1200,1200,970,970,1214,1214,1214,1418,970,1232,33
1127,1213,970,1213,1310,1310,1232,1213,1261,970,189,33
1128,446,189,1261,970,970,1021,970,970,1174,1033,33
1129,970,1237,1265,1210,1174,1033,1304,970,1119,1119,33
